fund,offer,redeem,inv1,inv2
008246.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
008249.OF,"[[100.0, 300.0, 500.0, inf], [0.01, 0.008, 0.006, 1000.0]]","[[7, 365, 730, inf], [0.015, 0.005, 0.0025, 0.0]]",['普通投资群体'],['普通投资群体']
008250.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
008251.OF,"[[50.0, 200.0, 500.0, inf], [0.015, 0.01, 0.006, 1000.0]]","[[7, 30, 180, inf], [0.015, 0.0075, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
008252.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
008253.OF,"[[100.0, 200.0, 500.0, inf], [0.015, 0.01, 0.005, 1000.0]]","[[7, 30, 365, 730, inf], [0.015, 0.0075, 0.005, 0.0025, 0.0]]",['普通投资群体'],['普通投资群体']
008254.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
008255.OF,"[[100.0, 300.0, 500.0, inf], [0.008, 0.005, 0.003, 1000.0]]","[[7, 30, inf], [0.015, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
008256.OF,"[[100.0, 500.0, 1000.0, inf], [0.006, 0.004, 0.0015, 1000.0]]","[[7, 30, inf], [0.015, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
008257.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
008258.OF,"[[[500.0, inf], [0.008, 1000.0]], [[inf], [100.0]]]","[[7, 30, 180, inf], [0.015, 0.005, 0.001, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
008259.OF,"[[inf], [0.0]]","[[7, inf], [0.015, 0.0]]",['普通投资群体'],['普通投资群体']
008260.OF,"[[[100.0, 300.0, 500.0, inf], [0.015, 0.01, 0.005, 1000.0]], [[100.0, 300.0, 500.0, inf], [0.003, 0.002, 0.001, 1000.0]]]","[[7, 30, 184, 365, inf], [0.015, 0.0075, 0.005, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
008261.OF,"[[100.0, 200.0, 500.0, inf], [0.015, 0.01, 0.006, 1000.0]]","[[7, 30, 180, inf], [0.015, 0.0075, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
008262.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
008263.OF,"[[[1000.0, inf], [0.01, 1000.0]], [[1000.0, inf], [0.002, 1000.0]]]","[[7, 30, 180, inf], [0.015, 0.0075, 0.005, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
008264.OF,"[[100.0, 500.0, inf], [0.015, 0.009, 1000.0]]","[[7, 30, 365, 730, inf], [0.015, 0.0075, 0.005, 0.003, 0.0]]",['普通投资群体'],['普通投资群体']
008265.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
008266.OF,"[[50.0, 200.0, 500.0, inf], [0.008, 0.006, 0.004, 1000.0]]","[[7, inf], [0.015, 0.0]]",['普通投资群体'],['普通投资群体']
008267.OF,"[[inf], [0.0]]","[[7, inf], [0.015, 0.0]]",['普通投资群体'],['普通投资群体']
008268.OF,"[[[inf], [1000.0]], [[inf], [0.6]]]","[[7, 30, inf], [0.015, 0.001, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
008269.OF,"[[50.0, 200.0, 500.0, inf], [0.015, 0.012, 0.008, 1000.0]]","[[7, 30, 180, 360, 730, inf], [0.015, 0.0075, 0.005, 0.001, 0.0005, 0.0]]",['普通投资群体'],['普通投资群体']
008270.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
008271.OF,"[[50.0, 200.0, 500.0, inf], [0.015, 0.01, 0.006, 1000.0]]","[[7, 30, 180, 360, 730, inf], [0.015, 0.0075, 0.005, 0.001, 0.0005, 0.0]]",['普通投资群体'],['普通投资群体']
008272.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
008273.OF,"[[[100.0, 300.0, 500.0, inf], [0.015, 0.009, 0.003, 1000.0]], [[100.0, 300.0, 500.0, inf], [0.0015, 0.0009, 0.0003, 100.0]]]","[[7, 30, 180, inf], [0.015, 0.0075, 0.005, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
008274.OF,"[[50.0, 200.0, 500.0, inf], [0.015, 0.012, 0.008, 1000.0]]","[[7, 30, 180, 360, 730, inf], [0.015, 0.0075, 0.005, 0.001, 0.0005, 0.0]]",['普通投资群体'],['普通投资群体']
008275.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
008276.OF,"[[[100.0, 500.0, inf], [0.015, 0.01, 1000.0]], [[100.0, 500.0, inf], [0.006, 0.004, 1000.0]]]","[[7, 30, 365, inf], [0.015, 0.0075, 0.005, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
008277.OF,"[[[100.0, 500.0, inf], [0.015, 0.01, 1000.0]], [[100.0, 500.0, inf], [0.006, 0.004, 1000.0]]]","[[7, 30, 365, inf], [0.015, 0.0075, 0.005, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
008278.OF,"[[[inf], [1000.0]], [[inf], [0.6]]]","[[7, 30, inf], [0.015, 0.001, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
008279.OF,"[[50.0, 100.0, inf], [0.01, 0.006, 1000.0]]","[[7, 30, 180, inf], [0.015, 0.0075, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
008280.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
008281.OF,"[[50.0, 100.0, inf], [0.01, 0.006, 1000.0]]","[[7, 30, 180, inf], [0.015, 0.0075, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
008282.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
008283.OF,"[[[100.0, 200.0, 500.0, inf], [0.015, 0.012, 0.003, 1000.0]], [[100.0, 200.0, 500.0, inf], [0.0015, 0.0012, 0.0003, 1000.0]]]","[[6, 29, 364, 729, inf], [0.015, 0.0075, 0.005, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
008284.OF,"[[[100.0, 200.0, 500.0, inf], [0.015, 0.012, 0.003, 1000.0]], [[100.0, 200.0, 500.0, inf], [0.0015, 0.0012, 0.0003, 1000.0]]]","[[6, 29, 364, 729, inf], [0.015, 0.0075, 0.005, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
008285.OF,"[[[20.0, 40.0, 100.0, inf], [0.015, 0.012, 0.003, 200.0]], [[20.0, 40.0, 100.0, inf], [0.0015, 0.0012, 0.0003, 200.0]]]","[[6, 29, 364, 729, inf], [0.015, 0.0075, 0.005, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
008286.OF,"[[[100.0, 200.0, 500.0, inf], [0.015, 0.012, 0.003, 1000.0]], [[100.0, 200.0, 500.0, inf], [0.0015, 0.0012, 0.0003, 1000.0]]]","[[6, 29, 364, 729, inf], [0.015, 0.0075, 0.005, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
008287.OF,"[[[100.0, 300.0, 500.0, inf], [0.004, 0.003, 0.002, 1000.0]], [[100.0, 300.0, 500.0, inf], [0.0008, 0.0006, 0.0004, 1000.0]]]","[[7, inf], [0.015, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
008288.OF,"[[inf], [0.0]]","[[7, inf], [0.015, 0.0]]",['普通投资群体'],['普通投资群体']
008289.OF,"[[100.0, 300.0, 500.0, inf], [0.008, 0.005, 0.003, 1000.0]]","[[7, inf], [0.015, 0.0]]",['普通投资群体'],['普通投资群体']
008290.OF,"[[[300.0, 500.0, inf], [0.012, 0.008, 1000.0]], [[inf], [100.0]]]","[[7, 30, 180, inf], [0.015, 0.0075, 0.005, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
008291.OF,"[[[100.0, 200.0, 500.0, inf], [0.01, 0.008, 0.006, 1000.0]], [[100.0, 200.0, 500.0, inf], [0.001, 0.0008, 0.0006, 1000.0]]]","[[7, 180, inf], [0.015, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
008292.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
008293.OF,"[[[50.0, 100.0, 500.0, inf], [0.015, 0.01, 0.008, 1000.0]], [[50.0, 100.0, 500.0, inf], [0.0015, 0.001, 0.0008, 1000.0]]]","[[7, 30, 365, 730, inf], [0.015, 0.0075, 0.005, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
008294.OF,"[[100.0, 500.0, inf], [0.015, 0.01, 1000.0]]","[[7, 30, 365, 730, inf], [0.015, 0.0075, 0.005, 0.0025, 0.0]]",['普通投资群体'],['普通投资群体']
008295.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
008296.OF,"[[100.0, 300.0, 500.0, inf], [0.008, 0.005, 0.003, 1000.0]]","[[7, 365, inf], [0.015, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
008297.OF,"[[[100.0, 300.0, 500.0, inf], [0.015, 0.009, 0.003, 1000.0]], [[100.0, 300.0, 500.0, inf], [0.0015, 0.0009, 0.0003, 1000.0]]]","[[7, 30, 180, inf], [0.015, 0.0075, 0.005, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
008298.OF,"[[100.0, 200.0, 500.0, inf], [0.012, 0.009, 0.006, 1000.0]]","[[7, 30, inf], [0.015, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
008299.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
008302.OF,"[[100.0, 300.0, 500.0, inf], [0.008, 0.005, 0.003, 100.0]]","[[7, inf], [0.015, 0.0]]",['普通投资群体'],['普通投资群体']
008303.OF,"[[100.0, 200.0, 500.0, inf], [0.015, 0.01, 0.005, 1000.0]]","[[7, 30, 180, 365, inf], [0.015, 0.0075, 0.005, 0.0025, 0.0]]",['普通投资群体'],['普通投资群体']
008304.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
008305.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
008306.OF,"[[100.0, 200.0, 500.0, inf], [0.015, 0.01, 0.008, 1000.0]]","[[7, 30, 365, inf], [0.015, 0.0075, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
008307.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
008308.OF,"[[50.0, 200.0, 500.0, inf], [0.015, 0.012, 0.008, 1000.0]]","[[7, 30, 365, inf], [0.015, 0.0075, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
008309.OF,"[[[100.0, 300.0, 500.0, inf], [0.008, 0.005, 0.003, 1000.0]], [[100.0, 300.0, 500.0, inf], [0.0016, 0.001, 0.0006, 1000.0]]]","[[7, 30, inf], [0.015, 0.001, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
008310.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
008311.OF,"[[100.0, 200.0, 500.0, inf], [0.015, 0.012, 0.008, 1000.0]]","[[7, 30, 365, 730, inf], [0.015, 0.0075, 0.005, 0.0025, 0.0]]",['普通投资群体'],['普通投资群体']
008312.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
008313.OF,"[[[100.0, 300.0, 500.0, inf], [0.015, 0.012, 0.008, 1000.0]], [[100.0, 300.0, 500.0, inf], [0.0015, 0.0012, 0.0008, 1000.0]]]","[[7, 30, 365, 730, inf], [0.015, 0.0075, 0.005, 0.002, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
008314.OF,"[[100.0, 500.0, inf], [0.015, 0.01, 1000.0]]","[[7, 30, 365, 730, inf], [0.015, 0.0075, 0.005, 0.0025, 0.0]]",['普通投资群体'],['普通投资群体']
008315.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
008318.OF,"[[[50.0, 100.0, 500.0, inf], [0.015, 0.012, 0.005, 1000.0]], [[50.0, 100.0, 500.0, inf], [0.0015, 0.0012, 0.0005, 1000.0]]]","[[7, 30, 365, 730, inf], [0.015, 0.0075, 0.005, 0.0025, 0.0]]","['普通投资群体', '养老金账户']",['普通投资群体']
008319.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.005, 0.0]]",['普通投资群体'],['普通投资群体']
008320.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
008321.OF,"[[inf], [0.0]]","[[7, 30, inf], [0.015, 0.001, 0.0]]",['普通投资群体'],['普通投资群体']
008322.OF,"[[100.0, 500.0, inf], [0.0045, 0.002, 1000.0]]","[[7, inf], [0.015, 0.0]]",['普通投资群体'],['普通投资群体']
